project_id,object_id,product_id,in_time,out_time
4,0,1,10,26
4,1,1001,10,26
4,2,2001,10,26
4,3,3001,10,26
4,4,4001,10,26
4,5,5001,10,26
4,6,6001,10,26
4,0,2,15,27
4,1,1002,15,27
4,2,2002,15,27
4,3,3002,15,27
4,4,4002,15,27
4,5,5002,15,27
4,6,6002,15,27
4,7,1,26,28
4,11,3001,26,28
4,7,2,27,29
4,11,3002,27,29
4,0,3,20,30
4,3,3003,20,30
4,0,4,31,32
4,3,3004,31,32
4,8,1,28,46
4,9,1001,26,46
4,10,2001,26,46
4,12,3001,28,46
4,13,4001,26,46
4,22,5001,26,46
4,23,6001,26,46
4,1,1003,20,47
4,4,4003,20,47
4,5,5003,20,47
4,6,6003,20,47
4,7,3,30,48
4,8,2,29,48
4,9,1002,27,48
4,10,2002,27,48
4,11,3003,30,48
4,12,3002,29,48
4,13,4002,27,48
4,22,5002,27,48
4,23,6002,27,48
4,0,5,36,49
4,1,1004,31,49
4,2,2003,20,49
4,3,3005,36,49
4,4,4004,31,49
4,5,5004,31,49
4,6,6004,31,49
4,9,1003,47,49
4,13,4003,47,49
4,22,5003,47,49
4,23,6003,47,49
4,1,1005,36,50
4,2,2004,31,50
4,4,4005,36,50
4,5,5005,36,50
4,6,6005,36,50
4,7,4,32,50
4,8,3,48,50
4,11,3004,32,50
4,12,3003,48,50
4,0,6,46,51
4,3,3006,46,51
4,7,5,49,51
4,9,1004,49,51
4,10,2003,49,51
4,11,3005,49,51
4,13,4004,49,51
4,22,5004,49,51
4,23,6004,49,51
4,27,1,46,51
4,28,4001,46,51
4,31,5001,46,51
4,0,7,51,52
4,2,2005,36,52
4,3,3007,51,52
4,8,4,50,52
4,9,1005,50,52
4,10,2004,50,52
4,12,3004,50,52
4,13,4005,50,52
4,22,5005,50,52
4,23,6005,50,52
4,1,1006,52,53
4,6,6006,52,53
4,7,6,51,53
4,8,5,51,53
4,11,3006,51,53
4,12,3005,51,53
4,14,1,51,53
4,18,4001,51,53
4,21,5001,51,53
4,4,4006,52,54
4,5,5006,52,54
4,7,7,52,54
4,10,2005,52,54
4,11,3007,52,54
4,2,2006,54,55
4,15,1,53,55
4,19,4001,53,55
4,27,2,48,56
4,28,4002,48,56
4,31,5002,48,56
4,0,8,56,57
4,3,3008,56,57
4,10,2006,55,57
4,16,1,55,57
4,8,6,53,58
4,9,1006,53,58
4,12,3006,53,58
4,13,4006,54,58
4,17,2,56,58
4,18,4002,56,58
4,21,5002,56,58
4,22,5006,54,58
4,23,6006,53,58
4,7,8,57,59
4,11,3008,57,59
4,19,4002,58,60
4,27,3,50,61
4,28,4003,49,61
4,31,5003,49,61
4,0,9,61,62
4,3,3009,61,62
4,8,7,54,62
4,1,1007,62,63
4,4,4007,62,63
4,5,5007,62,63
4,6,6007,62,63
4,12,3007,54,63
4,17,3,61,63
4,18,4003,61,63
4,21,5003,61,63
4,29,2,58,63
4,7,9,62,64
4,11,3009,62,64
4,2,2007,64,65
4,9,1007,63,65
4,13,4007,63,65
4,19,4003,63,65
4,20,2,63,65
4,22,5007,63,65
4,23,6007,63,65
4,27,4,52,66
4,28,4004,51,66
4,31,5004,51,66
4,0,10,66,67
4,3,3010,66,67
4,10,2007,65,67
4,1,1008,67,68
4,4,4008,67,68
4,5,5008,67,68
4,6,6008,67,68
4,8,8,59,68
4,12,3008,59,68
4,14,4,66,68
4,18,4004,66,68
4,21,5004,66,68
4,29,3,63,68
4,7,10,67,69
4,11,3010,67,69
4,2,2008,69,70
4,9,1008,68,70
4,13,4008,68,70
4,15,4,68,70
4,19,4004,68,70
4,20,3,68,70
4,22,5008,68,70
4,23,6008,68,70
4,30,1,57,70
4,27,5,53,71
4,28,4005,52,71
4,31,5005,52,71
4,10,2008,70,72
4,16,4,70,72
4,24,1,70,72
4,1,1009,72,73
4,4,4009,72,73
4,5,5009,72,73
4,6,6009,72,73
4,8,9,64,73
4,12,3009,64,73
4,14,5,71,73
4,18,4005,71,73
4,21,5005,71,73
4,2,2009,74,75
4,9,1009,73,75
4,13,4009,73,75
4,15,5,73,75
4,19,4005,73,75
4,22,5009,73,75
4,23,6009,73,75
4,27,6,58,76
4,28,4006,58,76
4,31,5006,58,76
4,0,11,76,77
4,3,3011,76,77
4,10,2009,75,77
4,16,5,75,77
4,30,4,72,77
4,32,1,72,77
4,1,1010,77,78
4,4,4010,77,78
4,5,5010,77,78
4,6,6010,77,78
4,8,10,69,78
4,12,3010,69,78
4,17,6,76,78
4,18,4006,76,78
4,21,5006,76,78
4,7,11,77,79
4,11,3011,77,79
4,25,4,77,79
4,2,2010,79,80
4,9,1010,78,80
4,13,4010,78,80
4,19,4006,78,80
4,22,5010,78,80
4,23,6010,78,80
4,27,7,62,81
4,28,4007,65,81
4,31,5007,65,81
4,0,12,81,82
4,3,3012,81,82
4,10,2010,80,82
4,8,11,79,83
4,12,3011,79,83
4,17,7,81,83
4,18,4007,81,83
4,29,6,78,83
4,1,1011,82,84
4,4,4011,82,84
4,7,12,82,84
4,11,3012,82,84
4,33,4,79,84
4,19,4007,83,85
4,20,6,83,85
4,2,2011,84,86
4,5,5011,82,86
4,6,6011,82,86
4,9,1011,84,86
4,13,4011,84,86
4,27,8,68,86
4,28,4008,70,86
4,31,5008,70,86
4,0,13,86,87
4,3,3013,86,87
4,8,12,84,88
4,10,2011,86,88
4,12,3012,84,88
4,14,8,86,88
4,18,4008,86,88
4,22,5011,86,88
4,23,6011,86,88
4,29,7,83,88
4,7,13,87,89
4,11,3013,87,89
4,15,8,88,90
4,19,4008,88,90
4,20,7,88,90
4,30,5,77,90
4,27,9,73,91
4,28,4009,75,91
4,0,14,91,92
4,3,3014,91,92
4,16,8,90,92
4,21,5007,81,92
4,26,5,90,92
4,1,1012,92,93
4,4,4012,92,93
4,5,5012,92,93
4,6,6012,92,93
4,8,13,89,93
4,12,3013,89,93
4,14,9,91,93
4,18,4009,91,93
4,7,14,92,94
4,11,3014,92,94
4,2,2012,94,95
4,9,1012,93,95
4,13,4012,93,95
4,15,9,93,95
4,22,5012,93,95
4,23,6012,93,95
4,27,10,78,96
4,28,4010,80,96
4,0,15,96,97
4,3,3015,96,97
4,10,2012,95,97
4,16,9,95,97
4,31,5009,75,97
4,1,1013,97,98
4,4,4013,97,98
4,5,5013,97,98
4,6,6013,97,98
4,8,14,94,98
4,12,3014,94,98
4,17,10,96,98
4,18,4010,96,98
4,7,15,97,99
4,11,3015,97,99
4,2,2013,99,100
4,9,1013,98,100
4,13,4013,98,100
4,22,5013,98,100
4,23,6013,98,100
4,30,8,92,100
4,34,5,92,100
4,27,11,83,101
4,28,4011,86,101
4,10,2013,100,102
4,21,5008,86,102
4,26,8,100,102
4,1,1014,102,103
4,4,4014,102,103
4,5,5014,102,103
4,6,6014,102,103
4,8,15,99,103
4,12,3015,99,103
4,17,11,101,103
4,29,10,98,103
4,2,2014,104,105
4,9,1014,103,105
4,13,4014,103,105
4,19,4009,93,105
4,20,10,103,105
4,27,12,88,106
4,0,16,106,107
4,3,3016,106,107
4,10,2014,105,107
4,18,4011,101,107
4,31,5010,80,107
4,34,8,102,107
4,1,1015,107,108
4,4,4015,107,108
4,5,5015,107,108
4,6,6015,107,108
