project_id,object_id,product_id,in_time,out_time
1,0,1,10,26
1,0,2,15,27
1,1,1,26,46
1,0,3,20,47
1,1,2,27,48
1,0,4,31,49
1,1,3,47,49
1,0,5,36,50
1,1,4,49,51
1,3,1,46,51
1,1,5,50,52
1,0,6,52,53
1,3,2,48,56
1,1,6,53,58
1,0,7,62,63
1,2,1,51,67
1,0,8,67,68
1,2,2,56,69
1,3,3,49,72
1,4,1,67,72
1,1,7,63,74
1,2,3,72,74
1,0,9,72,75
1,3,4,51,77
1,4,2,69,77
1,1,8,68,79
1,2,4,77,79
1,0,10,77,80
1,3,5,52,82
1,4,3,74,82
1,1,9,75,84
1,2,5,82,84
1,0,11,82,85
1,3,6,58,87
1,4,4,79,87
1,1,10,80,89
1,2,6,87,89
1,3,7,74,92
1,0,12,92,93
1,1,11,85,94
1,2,7,92,94
1,3,8,79,97
1,0,13,97,98
1,1,12,93,99
1,2,8,97,99
1,4,5,84,100
1,3,9,84,102
1,0,14,102,103
1,1,13,98,104
1,2,9,102,104
1,4,6,89,105
1,3,10,89,107
1,0,15,107,108
1,1,14,103,109
1,2,10,107,109
1,4,7,94,110
1,3,11,94,112
1,0,16,112,113
1,1,15,108,114
1,2,11,112,114
1,4,8,99,115
1,3,12,99,117
1,1,16,113,119
1,2,12,117,119
1,4,9,104,120
1,3,13,104,122
1,0,17,122,123
1,2,13,122,124
1,1,17,123,125
1,3,14,109,127
1,0,18,127,128
1,1,18,128,130
1,4,10,109,130
1,3,15,114,132
1,0,19,132,133
1,1,19,133,135
1,4,11,114,135
1,2,14,127,137
1,0,20,137,138
1,2,15,132,139
1,4,12,119,140
1,3,16,119,142
1,0,21,142,143
1,2,16,142,144
1,4,13,124,145
1,1,20,138,146
1,3,17,125,147
1,1,21,143,149
1,2,17,147,149
1,4,14,137,150
1,3,18,130,152
1,0,22,152,153
1,2,18,152,154
1,1,22,153,155
1,3,19,135,157
1,0,23,157,158
1,1,23,158,160
1,4,15,139,160
1,3,20,146,162
1,0,24,162,163
1,1,24,163,165
1,4,16,144,165
1,2,19,157,167
1,0,25,167,168
1,2,20,162,169
1,4,17,149,170
1,3,21,149,172
1,0,26,172,173
1,2,21,172,174
1,4,18,154,175
1,1,25,168,176
1,3,22,155,177
1,1,26,173,179
1,2,22,177,179
1,4,19,167,180
1,3,23,160,182
1,0,27,182,183
1,2,23,182,184
1,1,27,183,185
1,3,24,165,187
1,0,28,187,188
1,1,28,188,190
1,4,20,169,190
1,3,25,176,192
1,0,29,192,193
1,1,29,193,195
1,4,21,174,195
1,2,24,187,197
1,0,30,197,198
1,2,25,192,199
1,4,22,179,200
1,3,26,179,202
1,0,31,202,203
1,2,26,202,204
1,4,23,184,205
1,1,30,198,206
1,3,27,185,207
1,1,31,203,209
1,2,27,207,209
1,4,24,197,210
1,3,28,190,212
1,0,32,212,213
1,2,28,212,214
1,1,32,213,215
1,3,29,195,217
1,0,33,217,218
1,1,33,218,220
1,4,25,199,220
1,3,30,206,222
1,0,34,222,223
1,1,34,223,225
1,4,26,204,225
1,2,29,217,227
1,0,35,227,228
1,2,30,222,229
1,4,27,209,230
1,3,31,209,232
1,0,36,232,233
1,2,31,232,234
1,4,28,214,235
1,1,35,228,236
1,3,32,215,237
1,1,36,233,239
1,2,32,237,239
1,4,29,227,240
1,3,33,220,242
1,0,37,242,243
1,2,33,242,244
1,1,37,243,245
1,3,34,225,247
1,0,38,247,248
1,1,38,248,250
1,4,30,229,250
1,3,35,236,252
1,0,39,252,253
1,1,39,253,255
1,4,31,234,255
1,2,34,247,257
1,0,40,257,258
1,2,35,252,259
1,4,32,239,260
1,3,36,239,262
1,0,41,262,263
1,2,36,262,264
1,4,33,244,265
1,1,40,258,266
1,3,37,245,267
1,1,41,263,269
1,2,37,267,269
1,4,34,257,270
1,3,38,250,272
1,0,42,272,273
1,2,38,272,274
1,1,42,273,275
1,3,39,255,277
1,0,43,277,278
1,1,43,278,280
1,4,35,259,280
1,3,40,266,282
1,0,44,282,283
1,1,44,283,285
1,4,36,264,285
1,2,39,277,287
1,0,45,287,288
1,2,40,282,289
1,4,37,269,290
1,3,41,269,292
1,0,46,292,293
1,2,41,292,294
1,4,38,274,295
1,1,45,288,296
1,3,42,275,297
1,1,46,293,299
1,2,42,297,299
1,4,39,287,300
1,3,43,280,302
1,0,47,302,303
1,2,43,302,304
1,1,47,303,305
1,3,44,285,307
1,0,48,307,308
1,1,48,308,310
1,4,40,289,310
1,3,45,296,312
1,0,49,312,313
1,1,49,313,315
1,4,41,294,315
1,2,44,307,317
1,0,50,317,318
1,2,45,312,319
1,4,42,299,320
1,3,46,299,322
1,0,51,322,323
1,2,46,322,324
1,4,43,304,325
1,1,50,318,326
1,3,47,305,327
1,1,51,323,329
1,2,47,327,329
1,4,44,317,330
1,3,48,310,332
1,0,52,332,333
1,2,48,332,334
1,1,52,333,335
1,3,49,315,337
1,0,53,337,338
1,1,53,338,340
1,4,45,319,340
1,3,50,326,342
1,0,54,342,343
1,1,54,343,345
1,4,46,324,345
1,2,49,337,347
1,0,55,347,348
1,2,50,342,349
1,4,47,329,350
1,3,51,329,352
1,0,56,352,353
1,2,51,352,354
1,4,48,334,355
1,1,55,348,356
1,3,52,335,357
1,1,56,353,359
1,2,52,357,359
1,4,49,347,360
1,3,53,340,362
1,0,57,362,363
1,2,53,362,364
1,1,57,363,365
1,3,54,345,367
1,0,58,367,368
1,1,58,368,370
1,4,50,349,370
1,3,55,356,372
1,0,59,372,373
1,1,59,373,375
1,4,51,354,375
1,2,54,367,377
1,0,60,377,378
1,2,55,372,379
1,4,52,359,380
1,3,56,359,382
1,0,61,382,383
1,2,56,382,384
1,4,53,364,385
1,1,60,378,386
1,3,57,365,387
1,1,61,383,389
1,2,57,387,389
1,4,54,377,390
1,3,58,370,392
1,0,62,392,393
1,2,58,392,394
1,1,62,393,395
1,3,59,375,397
1,0,63,397,398
1,1,63,398,400
1,4,55,379,400
1,3,60,386,402
1,0,64,402,403
1,1,64,403,405
1,4,56,384,405
1,2,59,397,407
1,0,65,407,408
1,2,60,402,409
1,4,57,389,410
1,3,61,389,412
1,0,66,412,413
1,2,61,412,414
1,4,58,394,415
1,1,65,408,416
1,3,62,395,417
1,1,66,413,419
1,2,62,417,419
1,4,59,407,420
1,3,63,400,422
1,0,67,422,423
1,2,63,422,424
1,1,67,423,425
1,3,64,405,427
1,0,68,427,428
1,1,68,428,430
1,4,60,409,430
1,3,65,416,432
1,0,69,432,433
1,1,69,433,435
1,4,61,414,435
1,2,64,427,437
1,0,70,437,438
1,2,65,432,439
1,4,62,419,440
1,3,66,419,442
