project_id,object_id,object_state,state_start_time,state_end_time
2,0,INIT,0,5
2,0,ACTIVE,5,5
2,1,INIT,0,5
2,1,ACTIVE,5,5
2,2,INIT,0,5
2,2,ACTIVE,5,5
2,0,ACTIVE,5,10
2,0,ACTIVE,10,10
2,1,ACTIVE,5,10
2,1,ACTIVE,10,10
2,2,ACTIVE,5,10
2,2,ACTIVE,10,10
2,0,ACTIVE,10,10
2,2,ACTIVE,10,10
2,1,ACTIVE,10,10
2,0,ACTIVE,10,15
2,0,ACTIVE,15,15
2,1,ACTIVE,10,15
2,1,ACTIVE,15,15
2,2,ACTIVE,10,15
2,2,ACTIVE,15,15
2,0,ACTIVE,15,20
2,0,WAIT,20,20
2,1,ACTIVE,15,20
2,1,WAIT,20,20
2,2,ACTIVE,15,20
2,2,WAIT,20,20
2,3,INIT,0,25
2,3,ACTIVE,25,25
2,4,INIT,0,25
2,4,ACTIVE,25,25
2,5,INIT,0,25
2,5,ACTIVE,25,25
2,6,INIT,0,25
2,6,ACTIVE,25,25
2,7,INIT,0,25
2,7,ACTIVE,25,25
2,8,INIT,0,25
2,8,ACTIVE,25,25
2,1,WAIT,20,25
2,2,WAIT,20,25
2,0,WAIT,20,25
2,1,WAIT,25,26
2,2,WAIT,25,26
2,2,WAIT,26,26
2,6,ACTIVE,25,26
2,2,ACTIVE,26,26
2,1,WAIT,26,26
2,0,WAIT,25,26
2,0,WAIT,26,26
2,4,ACTIVE,25,26
2,1,ACTIVE,26,26
2,3,ACTIVE,25,26
2,0,ACTIVE,26,26
2,1,ACTIVE,26,27
2,0,ACTIVE,26,27
2,2,ACTIVE,26,27
2,0,ACTIVE,27,27
2,6,ACTIVE,26,27
2,3,ACTIVE,26,27
2,4,ACTIVE,26,27
2,0,ACTIVE,27,27
2,1,ACTIVE,27,27
2,1,ACTIVE,27,27
2,2,ACTIVE,27,27
2,2,ACTIVE,27,27
2,0,ACTIVE,27,31
2,0,ACTIVE,31,31
2,1,ACTIVE,27,31
2,1,ACTIVE,31,31
2,2,ACTIVE,27,31
2,2,ACTIVE,31,31
2,0,ACTIVE,31,36
2,0,WAIT,36,36
2,1,ACTIVE,31,36
2,1,WAIT,36,36
2,2,ACTIVE,31,36
2,2,WAIT,36,36
2,9,INIT,0,45
2,9,ACTIVE,45,45
2,10,INIT,0,45
2,10,ACTIVE,45,45
2,4,WAIT,27,45
2,5,ACTIVE,25,45
2,3,WAIT,27,45
2,9,ACTIVE,45,45
2,3,WAIT,45,45
2,9,ACTIVE,45,45
2,0,WAIT,36,45
2,0,WAIT,45,45
2,4,WAIT,45,45
2,6,WAIT,27,45
2,1,WAIT,36,45
2,1,WAIT,45,45
2,2,WAIT,36,45
2,4,WAIT,45,46
2,10,ACTIVE,45,46
2,3,WAIT,45,46
2,6,WAIT,45,46
2,2,WAIT,45,46
2,9,ACTIVE,45,46
2,0,WAIT,45,46
2,9,ACTIVE,46,46
2,4,WAIT,46,46
2,3,ACTIVE,46,46
2,3,ACTIVE,46,46
2,1,WAIT,45,46
2,0,WAIT,46,46
2,6,ACTIVE,46,46
2,4,ACTIVE,46,46
2,1,WAIT,46,46
2,0,WAIT,46,47
2,4,ACTIVE,46,47
2,1,WAIT,46,47
2,2,WAIT,46,47
2,3,ACTIVE,46,47
2,0,WAIT,47,47
2,2,WAIT,47,47
2,0,ACTIVE,47,47
2,1,ACTIVE,47,47
2,1,ACTIVE,47,47
2,6,ACTIVE,46,47
2,2,ACTIVE,47,47
2,3,WAIT,47,48
2,9,ACTIVE,46,48
2,3,WAIT,48,48
2,0,ACTIVE,47,48
2,6,WAIT,47,48
2,4,WAIT,47,48
2,6,WAIT,48,48
2,10,ACTIVE,46,48
2,6,ACTIVE,48,48
2,2,ACTIVE,47,48
2,1,ACTIVE,47,48
2,2,ACTIVE,48,48
2,4,ACTIVE,48,48
2,9,ACTIVE,48,48
2,4,ACTIVE,48,48
2,1,ACTIVE,48,48
2,4,ACTIVE,48,49
2,6,ACTIVE,48,49
2,10,ACTIVE,48,49
2,9,ACTIVE,48,49
2,4,ACTIVE,49,49
2,1,ACTIVE,48,49
2,3,ACTIVE,48,49
2,9,ACTIVE,49,49
2,3,ACTIVE,49,49
2,0,ACTIVE,48,49
2,6,ACTIVE,49,49
2,2,ACTIVE,48,49
2,2,ACTIVE,49,49
2,1,ACTIVE,49,49
2,2,ACTIVE,49,49
2,1,ACTIVE,49,49
2,6,ACTIVE,49,49
2,4,ACTIVE,49,49
2,1,ACTIVE,49,49
2,2,ACTIVE,49,49
2,9,ACTIVE,49,50
2,9,ACTIVE,50,50
2,10,ACTIVE,49,50
2,10,ACTIVE,50,50
2,6,ACTIVE,49,50
2,0,ACTIVE,49,50
2,2,ACTIVE,49,50
2,2,ACTIVE,50,50
2,1,ACTIVE,49,50
2,0,ACTIVE,50,50
2,2,ACTIVE,50,50
2,1,ACTIVE,50,50
2,4,ACTIVE,49,50
2,1,ACTIVE,50,50
2,3,ACTIVE,49,50
2,0,ACTIVE,50,50
2,0,ACTIVE,50,51
2,3,ACTIVE,50,51
2,0,ACTIVE,51,51
2,6,WAIT,50,51
2,9,ACTIVE,50,51
2,5,ACTIVE,45,51
2,0,ACTIVE,51,51
2,6,WAIT,51,51
2,9,ACTIVE,51,51
2,4,WAIT,50,51
2,1,ACTIVE,50,51
2,9,ACTIVE,51,51
2,2,ACTIVE,50,51
2,3,WAIT,51,51
2,0,ACTIVE,51,51
2,9,ACTIVE,51,51
2,4,ACTIVE,51,51
2,4,ACTIVE,51,51
2,10,ACTIVE,50,51
2,1,ACTIVE,51,51
2,6,ACTIVE,51,51
2,2,ACTIVE,51,51
2,0,ACTIVE,51,52
2,0,ERROR,52,52
2,1,ACTIVE,51,52
2,1,ERROR,52,52
2,2,ACTIVE,51,52
2,2,ERROR,52,52
2,3,WAIT,51,52
2,4,ACTIVE,51,52
2,9,ACTIVE,51,52
2,3,WAIT,52,52
2,4,ACTIVE,52,52
2,1,ERROR,52,52
2,0,ERROR,52,52
2,9,WAIT,52,52
