project_id,object_id,object_state,state_start_time,state_end_time
4,0,INIT,0,5
4,0,ACTIVE,5,5
4,1,INIT,0,5
4,1,ACTIVE,5,5
4,2,INIT,0,5
4,2,ACTIVE,5,5
4,3,INIT,0,5
4,3,ACTIVE,5,5
4,4,INIT,0,5
4,4,ACTIVE,5,5
4,5,INIT,0,5
4,5,ACTIVE,5,5
4,6,INIT,0,5
4,6,ACTIVE,5,5
4,0,ACTIVE,5,10
4,0,ACTIVE,10,10
4,1,ACTIVE,5,10
4,1,ACTIVE,10,10
4,2,ACTIVE,5,10
4,2,ACTIVE,10,10
4,3,ACTIVE,5,10
4,3,ACTIVE,10,10
4,4,ACTIVE,5,10
4,4,ACTIVE,10,10
4,5,ACTIVE,5,10
4,5,ACTIVE,10,10
4,6,ACTIVE,5,10
4,6,ACTIVE,10,10
4,1,ACTIVE,10,10
4,5,ACTIVE,10,10
4,6,ACTIVE,10,10
4,3,ACTIVE,10,10
4,4,ACTIVE,10,10
4,2,ACTIVE,10,10
4,0,ACTIVE,10,10
4,0,ACTIVE,10,15
4,0,ACTIVE,15,15
4,1,ACTIVE,10,15
4,1,ACTIVE,15,15
4,2,ACTIVE,10,15
4,2,ACTIVE,15,15
4,3,ACTIVE,10,15
4,3,ACTIVE,15,15
4,4,ACTIVE,10,15
4,4,ACTIVE,15,15
4,5,ACTIVE,10,15
4,5,ACTIVE,15,15
4,6,ACTIVE,10,15
4,6,ACTIVE,15,15
4,0,ACTIVE,15,20
4,0,WAIT,20,20
4,1,ACTIVE,15,20
4,1,WAIT,20,20
4,2,ACTIVE,15,20
4,2,WAIT,20,20
4,3,ACTIVE,15,20
4,3,WAIT,20,20
4,4,ACTIVE,15,20
4,4,WAIT,20,20
4,5,ACTIVE,15,20
4,5,WAIT,20,20
4,6,ACTIVE,15,20
4,6,WAIT,20,20
4,7,INIT,0,25
4,7,ACTIVE,25,25
4,8,INIT,0,25
4,8,ACTIVE,25,25
4,9,INIT,0,25
4,9,ACTIVE,25,25
4,10,INIT,0,25
4,10,ACTIVE,25,25
4,11,INIT,0,25
4,11,ACTIVE,25,25
4,12,INIT,0,25
4,12,ACTIVE,25,25
4,13,INIT,0,25
4,13,ACTIVE,25,25
4,14,INIT,0,25
4,14,ACTIVE,25,25
4,15,INIT,0,25
4,15,ACTIVE,25,25
4,16,INIT,0,25
4,16,ACTIVE,25,25
4,17,INIT,0,25
4,17,ACTIVE,25,25
4,18,INIT,0,25
4,18,ACTIVE,25,25
4,19,INIT,0,25
4,19,ACTIVE,25,25
4,20,INIT,0,25
4,20,ACTIVE,25,25
4,21,INIT,0,25
4,21,ACTIVE,25,25
4,22,INIT,0,25
4,22,ACTIVE,25,25
4,23,INIT,0,25
4,23,ACTIVE,25,25
4,24,INIT,0,25
4,24,ACTIVE,25,25
4,25,INIT,0,25
4,25,ACTIVE,25,25
4,26,INIT,0,25
4,26,ACTIVE,25,25
4,11,ACTIVE,25,25
4,4,WAIT,20,25
4,14,ACTIVE,25,25
4,3,WAIT,20,25
4,7,ACTIVE,25,25
4,2,WAIT,20,25
4,1,WAIT,20,25
4,0,WAIT,20,25
4,6,WAIT,20,25
4,18,ACTIVE,25,25
4,5,WAIT,20,25
4,0,WAIT,25,25
4,3,WAIT,25,25
4,15,ACTIVE,25,25
4,14,ACTIVE,25,25
4,6,WAIT,25,26
4,7,ACTIVE,25,26
4,2,WAIT,25,26
4,6,WAIT,26,26
4,0,WAIT,25,26
4,22,ACTIVE,25,26
4,11,ACTIVE,25,26
4,3,WAIT,25,26
4,5,WAIT,25,26
4,5,ACTIVE,26,26
4,23,ACTIVE,25,26
4,6,ACTIVE,26,26
4,5,ACTIVE,26,26
4,3,ACTIVE,26,26
4,4,WAIT,25,26
4,3,ACTIVE,26,26
4,4,WAIT,26,26
4,0,ACTIVE,26,26
4,1,WAIT,25,26
4,13,ACTIVE,25,26
4,4,ACTIVE,26,26
4,2,ACTIVE,26,26
4,10,ACTIVE,25,26
4,1,WAIT,26,26
4,2,ACTIVE,26,26
4,0,ACTIVE,26,26
4,9,ACTIVE,25,26
4,1,ACTIVE,26,26
4,6,ACTIVE,26,27
4,2,ACTIVE,26,27
4,22,ACTIVE,26,27
4,23,ACTIVE,26,27
4,6,ACTIVE,27,27
4,6,ACTIVE,27,27
4,5,ACTIVE,26,27
4,4,ACTIVE,26,27
4,5,ACTIVE,27,27
4,3,ACTIVE,26,27
4,4,ACTIVE,27,27
4,5,ACTIVE,27,27
4,13,ACTIVE,26,27
4,3,ACTIVE,27,27
4,4,ACTIVE,27,27
4,2,ACTIVE,27,27
4,0,ACTIVE,26,27
4,10,ACTIVE,26,27
4,0,ACTIVE,27,27
4,9,ACTIVE,26,27
4,1,ACTIVE,26,27
4,7,ACTIVE,26,27
4,2,ACTIVE,27,27
4,11,ACTIVE,26,27
4,3,ACTIVE,27,27
4,0,ACTIVE,27,27
4,1,ACTIVE,27,27
4,1,ACTIVE,27,27
4,7,WAIT,27,28
4,8,ACTIVE,25,28
4,7,WAIT,28,28
4,12,ACTIVE,25,28
4,0,ACTIVE,27,28
4,11,WAIT,27,28
4,3,ACTIVE,27,28
4,11,ACTIVE,28,28
4,7,ACTIVE,28,29
4,8,ACTIVE,28,29
4,7,ACTIVE,29,29
4,0,ACTIVE,28,29
4,11,ACTIVE,28,29
4,12,ACTIVE,28,29
4,11,ACTIVE,29,29
4,3,ACTIVE,28,29
4,3,ACTIVE,29,30
4,0,ACTIVE,29,30
4,11,ACTIVE,29,30
4,3,ACTIVE,30,30
4,7,ACTIVE,29,30
4,0,ACTIVE,30,30
4,3,ACTIVE,30,30
4,0,ACTIVE,30,30
4,0,ACTIVE,30,31
4,0,ACTIVE,31,31
4,1,ACTIVE,27,31
4,1,ACTIVE,31,31
4,2,ACTIVE,27,31
4,2,ACTIVE,31,31
4,3,ACTIVE,30,31
4,3,ACTIVE,31,31
4,4,ACTIVE,27,31
4,4,ACTIVE,31,31
4,5,ACTIVE,27,31
4,5,ACTIVE,31,31
4,6,ACTIVE,27,31
4,6,ACTIVE,31,31
4,3,ACTIVE,31,32
4,7,ACTIVE,30,32
4,0,ACTIVE,31,32
4,0,ACTIVE,32,32
4,3,ACTIVE,32,32
4,0,ACTIVE,32,32
4,11,ACTIVE,30,32
4,3,ACTIVE,32,32
4,0,ACTIVE,32,36
4,0,ERROR,36,36
4,1,ACTIVE,31,36
4,1,WAIT,36,36
4,2,ACTIVE,31,36
4,2,WAIT,36,36
4,3,ACTIVE,32,36
4,3,ERROR,36,36
4,4,ACTIVE,31,36
4,4,WAIT,36,36
4,5,ACTIVE,31,36
4,5,WAIT,36,36
4,6,ACTIVE,31,36
4,6,WAIT,36,36
4,0,ERROR,36,41
4,0,ACTIVE,41,41
4,3,ERROR,36,41
4,3,ACTIVE,41,41
4,27,INIT,0,45
4,27,ACTIVE,45,45
4,28,INIT,0,45
4,28,ACTIVE,45,45
4,29,INIT,0,45
4,29,ACTIVE,45,45
4,30,INIT,0,45
4,30,ACTIVE,45,45
4,31,INIT,0,45
4,31,ACTIVE,45,45
4,8,WAIT,29,45
4,7,WAIT,32,45
4,13,WAIT,27,45
4,23,WAIT,27,45
4,4,WAIT,36,45
4,20,ACTIVE,25,45
4,0,ACTIVE,41,45
4,29,ACTIVE,45,45
4,18,ACTIVE,25,45
4,29,ACTIVE,45,45
4,19,ACTIVE,25,45
4,15,ACTIVE,25,45
4,14,ACTIVE,25,45
4,27,ACTIVE,45,45
4,27,ACTIVE,45,45
4,6,WAIT,36,45
4,9,WAIT,27,45
4,27,ACTIVE,45,45
4,1,WAIT,36,45
4,16,ACTIVE,25,45
4,28,ACTIVE,45,45
4,13,WAIT,45,45
4,27,ACTIVE,45,45
4,17,ACTIVE,25,45
4,12,WAIT,29,45
4,4,WAIT,45,45
4,11,WAIT,32,45
4,10,WAIT,27,45
4,2,WAIT,36,45
4,27,ACTIVE,45,45
4,12,WAIT,45,45
4,11,WAIT,45,45
4,3,ACTIVE,41,45
4,10,WAIT,45,45
4,27,ACTIVE,45,45
4,3,ACTIVE,45,45
4,2,WAIT,45,45
4,19,ACTIVE,45,45
4,8,WAIT,45,45
4,9,WAIT,45,45
4,27,ACTIVE,45,45
4,22,WAIT,27,45
4,5,WAIT,36,45
4,1,WAIT,45,45
4,17,ACTIVE,45,45
4,27,ACTIVE,45,45
4,12,WAIT,45,45
